ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
209	3	1	4	0.000000	100.666667	100.666667	0.000000	0.000000	0	51	0
210	36	1	1	0.000000	39.500000	28.361111	0.000000	0.000000	0	20	0
211	4	1	3	0.000000	64.750000	41.000000	0.000000	0.000000	0	46	0
212	7	1	1	0.000000	88.571429	26.428571	0.000000	0.000000	0	46	0
213	11218	1	1	0.000000	12.468265	12.468265	0.000000	0.000000	0	384	0
214	1	2	2	0.000000	32.000000	32.000000	0.000000	0.000000	0	10	0
215	1	1	2	0.000000	31.000000	31.000000	0.000000	0.000000	0	15	0
216	2	2	1	0.000000	327.000000	40.000000	0.000000	0.000000	0	297	0
217	10332	1	1	0.000000	12.616241	12.616241	0.000000	0.000000	0	361	0
218	1	1	2	0.000000	28.000000	28.000000	0.000000	0.000000	0	9	0
219	1	1	3	0.000000	93.000000	93.000000	0.000000	0.000000	0	46	0
220	1	1	3	0.000000	112.000000	112.000000	0.000000	0.000000	0	57	0
221	1	1	3	0.000000	158.000000	158.000000	0.000000	0.000000	0	80	0
222	1	1	4	0.000000	224.000000	224.000000	0.000000	0.000000	0	120	0
223	1	2	2	0.000000	235.000000	235.000000	0.000000	0.000000	0	121	0
224	1	2	1	0.000000	57.000000	57.000000	0.000000	0.000000	0	35	0
225	56	1	1	0.000000	48.178571	23.285714	0.000000	0.000000	0	47	0
226	1	1	1	0.000000	172.000000	172.000000	0.000000	0.000000	0	89	0
227	1	2	3	0.000000	198.000000	198.000000	0.000000	0.000000	0	97	0
228	1	2	1	0.000000	186.000000	186.000000	0.000000	0.000000	0	85	0
229	1	2	1	0.000000	155.000000	155.000000	0.000000	0.000000	0	78	0
230	1	2	1	0.000000	146.000000	146.000000	0.000000	0.000000	0	74	0
231	1	2	1	0.000000	140.000000	140.000000	0.000000	0.000000	0	69	0
232	2	2	1	0.000000	53.000000	53.000000	0.000000	0.000000	0	17	0
233	5358	1	1	0.000000	12.509892	12.509892	0.000000	0.000000	0	183	0
234	10	2	2	0.000000	20.700000	20.700000	0.000000	0.000000	0	12	0
235	24705	1	1	0.000000	12.550051	12.550051	0.000000	0.000000	0	847	0
236	2	1	2	0.000000	27.000000	27.000000	0.000000	0.000000	0	12	0
237	1	4	4	0.000000	549.000000	170.000000	0.000000	0.000000	0	237	0
238	1	2	2	0.000000	88.000000	88.000000	0.000000	0.000000	0	40	0
239	1	2	1	0.000000	53.000000	40.000000	0.000000	0.000000	0	12	0
240	11	2	1	0.000000	29.272727	29.272727	0.000000	0.000000	0	8	0
241	1781	1	1	0.000000	12.660865	12.660865	0.000000	0.000000	0	67	0
242	5	2	2	0.000000	25.000000	25.000000	0.000000	0.000000	0	9	0
243	9854	1	1	0.000000	12.561904	12.561904	0.000000	0.000000	0	345	0
244	20	2	2	0.000000	23.400000	23.400000	0.000000	0.000000	0	16	0
245	35	1	1	0.000000	11.514286	11.514286	0.000000	0.000000	0	6	0
246	1	1	3	0.000000	44.000000	44.000000	0.000000	0.000000	0	30	0
247	1	1	2	0.000000	57.000000	57.000000	0.000000	0.000000	0	32	0
248	9	1	2	0.000000	83.333333	74.333333	0.000000	0.000000	0	54	0
249	83	2	2	0.000000	94.554217	85.530120	0.000000	0.000000	0	89	0
250	3019	2	1	0.000000	88.644584	84.152700	0.000000	0.000000	0	1479	0
251	38	1	1	0.000000	19.710526	19.710526	0.000000	0.000000	0	9	0
252	147	2	1	0.000000	48.870748	39.061224	0.000000	0.000000	0	67	0
253	136	1	1	0.000000	24.860294	22.757353	0.000000	0.000000	0	22	0
254	1706	2	2	0.000000	87.821805	82.485346	0.000000	0.000000	0	844	0
255	183	2	1	0.000000	52.573770	43.672131	0.000000	0.000000	0	85	0
256	28438	1	1	0.000000	12.605844	12.605844	0.000000	0.000000	0	987	0
257	163	2	2	0.000000	25.141104	25.141104	0.000000	0.000000	0	20	0
258	5355	1	1	0.000000	12.421475	12.421475	0.000000	0.000000	0	192	0
259	6	2	2	0.000000	44.333333	44.333333	0.000000	0.000000	0	6	0
260	2	1	1	0.000000	30.000000	30.000000	0.000000	0.000000	0	5	0
261	2572	1	1	0.000000	12.641524	12.641524	0.000000	0.000000	0	90	0
262	217	1	1	0.000000	12.175115	12.175115	0.000000	0.000000	0	11	0
263	417	1	1	0.000000	12.822542	12.822542	0.000000	0.000000	0	17	0
264	13	2	2	0.000000	25.923077	25.923077	0.000000	0.000000	0	14	0
265	178	1	1	0.000000	13.971910	13.971910	0.000000	0.000000	0	11	0
266	214	1	1	0.000000	11.116822	11.116822	0.000000	0.000000	0	9	0
267	8	2	2	0.000000	23.375000	23.375000	0.000000	0.000000	0	15	0
268	439	1	1	0.000000	12.501139	12.501139	0.000000	0.000000	0	17	0
269	136	1	1	0.000000	12.948529	12.948529	0.000000	0.000000	0	8	0
270	97	2	2	0.000000	23.546392	18.783505	0.000000	0.000000	0	26	0
271	115	1	1	0.000000	12.095652	12.095652	0.000000	0.000000	0	9	0
272	5	2	2	0.000000	30.800000	30.800000	0.000000	0.000000	0	15	0
273	773	1	1	0.000000	12.203105	12.203105	0.000000	0.000000	0	28	0
274	183	1	1	0.000000	13.453552	13.453552	0.000000	0.000000	0	10	0
275	5995	1	1	0.000000	12.663887	12.663887	0.000000	0.000000	0	209	0
276	148	2	2	0.000000	27.439189	19.635135	0.000000	0.000000	0	31	0
277	1164	1	1	0.000000	12.170103	12.170103	0.000000	0.000000	0	38	0
278	303	2	2	0.000000	26.755776	15.135314	0.000000	0.000000	0	49	0
279	4360	1	1	0.000000	12.728899	12.728899	0.000000	0.000000	0	151	0
280	226	1	1	0.000000	12.769912	12.769912	0.000000	0.000000	0	11	0
281	10	2	2	0.000000	20.700000	20.700000	0.000000	0.000000	0	12	0
282	2726	1	1	0.000000	12.748716	12.748716	0.000000	0.000000	0	98	0
283	30	2	2	0.000000	25.966667	25.966667	0.000000	0.000000	0	17	0
284	8269	1	1	0.000000	12.483251	12.483251	0.000000	0.000000	0	290	0
285	14103	1	1	0.000000	12.575906	12.575906	0.000000	0.000000	0	487	0
286	1	1	1	0.000000	416.000000	56.000000	0.000000	0.000000	0	48	0
287	9586	1	1	0.000000	12.601294	12.601294	0.000000	0.000000	0	326	0
288	81	2	1	0.000000	39.456790	17.641975	0.000000	0.000000	0	20	0
289	136	1	1	0.000000	25.044118	16.500000	0.000000	0.000000	0	19	0
290	8	1	2	0.000000	38.500000	34.375000	0.000000	0.000000	0	13	0
291	49	2	2	0.000000	49.714286	49.714286	0.000000	0.000000	0	22	0
292	10	1	1	0.000000	11.100000	11.100000	0.000000	0.000000	0	4	0
293	16544	1	1	0.000000	12.579364	12.579364	0.000000	0.000000	0	568	0
294	41	1	1	0.000000	11.560976	11.560976	0.000000	0.000000	0	6	0
295	7293	1	1	0.000000	12.664061	12.664061	0.000000	0.000000	0	253	0
296	35453	1	1	0.000000	12.584746	12.584746	0.000000	0.000000	0	1219	0
297	1	2	3	0.000000	35.000000	35.000000	0.000000	0.000000	0	9	0
298	60	1	1	0.000000	12.566667	12.566667	0.000000	0.000000	0	5	0
299	60	2	2	0.000000	37.200000	10.433333	0.000000	0.000000	0	14	0
300	61	1	1	0.000000	14.606557	14.606557	0.000000	0.000000	0	5	0
301	61	1	1	0.000000	11.934426	11.934426	0.000000	0.000000	0	10	0
302	1	2	2	0.000000	27.000000	27.000000	0.000000	0.000000	0	5	0
303	61	1	1	0.000000	13.655738	13.655738	0.000000	0.000000	0	5	0
304	61	1	1	0.000000	10.967213	10.967213	0.000000	0.000000	0	6	0
305	1	2	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	6	0
306	1	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	6	0
307	16402	1	1	0.000000	12.579259	12.579259	0.000000	0.000000	0	566	0
308	7	2	2	0.000000	67.428571	67.428571	0.000000	0.000000	0	31	0
309	1	2	1	0.000000	53.000000	53.000000	0.000000	0.000000	0	20	0
310	1	2	1	0.000000	44.000000	44.000000	0.000000	0.000000	0	12	0
311	3	2	1	0.000000	28.000000	28.000000	0.000000	0.000000	0	7	0
312	9284	1	1	0.000000	12.543947	12.543947	0.000000	0.000000	0	322	0
313	1	2	2	0.000000	28.000000	28.000000	0.000000	0.000000	0	7	0
314	121	1	1	0.000000	13.462810	13.462810	0.000000	0.000000	0	7	0
315	13624	1	1	0.000000	12.624633	12.624633	0.000000	0.000000	0	474	0
316	2	1	2	0.000000	73.500000	23.000000	0.000000	0.000000	0	10	0
317	27996	1	1	0.000000	12.603729	12.600514	0.000000	0.000000	0	952	0
318	0	2	3	Inf	Inf	Inf	Inf	Inf	0	80	0
319	1	2	1	0.000000	110.000000	14.000000	0.000000	0.000000	0	23	0
320	2	1	3	0.000000	87.000000	13.000000	0.000000	0.000000	0	40	0
321	4	1	1	0.000000	39.000000	39.000000	0.000000	0.000000	0	14	0
322	1	2	2	0.000000	51.000000	51.000000	0.000000	0.000000	0	23	0
323	2	2	1	0.000000	27.500000	27.500000	0.000000	0.000000	0	15	0
324	1405	1	1	0.000000	12.716726	12.716726	0.000000	0.000000	0	50	0
325	16	2	2	0.000000	45.625000	45.625000	0.000000	0.000000	0	20	0
326	35	2	1	0.000000	33.885714	33.600000	0.000000	0.000000	0	11	0
327	57	1	1	0.000000	24.982456	16.842105	0.000000	0.000000	0	10	0
328	2	1	2	0.000000	40.000000	40.000000	0.000000	0.000000	0	11	0
329	48701	1	1	0.000000	12.597113	12.597113	0.000000	0.000000	0	1683	0
330	2	1	2	0.000000	28.500000	28.500000	0.000000	0.000000	0	16	0
331	14858	1	1	0.000000	12.645713	12.645713	0.000000	0.000000	0	509	0
332	29790	1	1	0.000000	12.566331	12.566331	0.000000	0.000000	0	1023	0
333	1	2	2	0.000000	71.000000	26.000000	0.000000	0.000000	0	51	0
334	114	1	1	0.000000	11.491228	11.491228	0.000000	0.000000	0	10	0
335	1	1	3	0.000000	38.000000	38.000000	0.000000	0.000000	0	12	0
336	1	1	3	0.000000	243.000000	63.000000	0.000000	0.000000	0	43	0
337	1	2	2	0.000000	252.000000	73.000000	0.000000	0.000000	0	23	0
338	3595	1	1	0.000000	12.603338	12.603338	0.000000	0.000000	0	129	0
339	2	1	1	0.000000	29.000000	29.000000	0.000000	0.000000	0	10	0
340	1	2	2	0.000000	49.000000	49.000000	0.000000	0.000000	0	22	0
341	1	1	1	0.000000	34.000000	34.000000	0.000000	0.000000	0	18	0
342	10	1	2	0.000000	45.000000	45.000000	0.000000	0.000000	0	21	0
343	2	3	2	0.000000	56.000000	56.000000	0.000000	0.000000	0	27	0
344	23938	1	1	0.000000	12.585387	12.585387	0.000000	0.000000	0	824	0
345	0	2	1	Inf	Inf	Inf	Inf	Inf	0	100	0
346	1188	1	1	0.000000	12.452862	12.452862	0.000000	0.000000	0	46	0
347	4	1	2	0.000000	56.500000	32.500000	0.000000	0.000000	0	24	0
348	6	2	2	0.000000	72.500000	64.500000	0.000000	0.000000	0	36	0
349	4	2	1	0.000000	64.000000	52.500000	0.000000	0.000000	0	32	0
350	42	2	1	0.000000	45.809524	27.476190	0.000000	0.000000	0	26	0
351	2	2	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	9	0
352	11387	1	1	0.000000	12.548345	12.548345	0.000000	0.000000	0	394	0
353	8	2	3	0.000000	47.250000	47.250000	0.000000	0.000000	0	30	0
354	1	2	1	0.000000	29.000000	29.000000	0.000000	0.000000	0	16	0
355	36	1	1	0.000000	13.888889	13.888889	0.000000	0.000000	0	6	0
356	11205	1	1	0.000000	12.603838	12.603838	0.000000	0.000000	0	389	0
357	3	2	2	0.000000	183.333333	30.333333	0.000000	0.000000	0	61	0
358	4391	1	1	0.000000	12.585288	12.585288	0.000000	0.000000	0	158	0
359	2	1	1	0.000000	10.500000	10.500000	0.000000	0.000000	0	5	0
360	1	1	2	0.000000	35.000000	35.000000	0.000000	0.000000	0	18	0
361	1	2	2	0.000000	45.000000	45.000000	0.000000	0.000000	0	25	0
362	3334	1	1	0.000000	12.275945	12.275945	0.000000	0.000000	0	116	0
363	8595	1	1	0.000000	12.622688	12.622688	0.000000	0.000000	0	298	0
364	64	2	2	0.000000	27.484375	27.484375	0.000000	0.000000	0	20	0
365	3969	1	1	0.000000	12.706727	12.706727	0.000000	0.000000	0	140	0
366	4	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	12	0
367	126	1	1	0.000000	13.968254	13.968254	0.000000	0.000000	0	9	0
368	15622	1	1	0.000000	12.582640	12.582640	0.000000	0.000000	0	534	0
369	4	3	1	0.000000	78.250000	78.250000	0.000000	0.000000	0	42	0
370	1	2	1	0.000000	43.000000	43.000000	0.000000	0.000000	0	20	0
371	1	3	1	0.000000	32.000000	32.000000	0.000000	0.000000	0	13	0
372	8306	1	1	0.000000	12.724055	12.724055	0.000000	0.000000	0	293	0
373	11009	1	1	0.000000	12.535471	12.535471	0.000000	0.000000	0	383	0
374	9	2	2	0.000000	27.222222	27.222222	0.000000	0.000000	0	9	0
375	17	1	1	0.000000	14.176471	14.176471	0.000000	0.000000	0	5	0
376	83	1	1	0.000000	13.301205	13.301205	0.000000	0.000000	0	9	0
377	35334	1	1	0.000000	12.560876	12.559999	0.000000	0.000000	0	1209	0
378	1	1	2	0.000000	33.000000	33.000000	0.000000	0.000000	0	17	0
379	7145	1	1	0.000000	12.571589	12.571589	0.000000	0.000000	0	252	0
380	20	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	9	0
381	146	1	1	0.000000	11.006849	11.006849	0.000000	0.000000	0	8	0
382	50	2	2	0.000000	27.840000	16.720000	0.000000	0.000000	0	13	0
383	160	1	1	0.000000	12.881250	12.881250	0.000000	0.000000	0	8	0
384	145	1	1	0.000000	11.572414	11.572414	0.000000	0.000000	0	8	0
385	8005	1	1	0.000000	12.623860	12.623860	0.000000	0.000000	0	279	0
386	1	1	4	0.000000	392.000000	82.000000	0.000000	0.000000	0	178	0
387	2	1	2	0.000000	430.500000	89.000000	0.000000	0.000000	0	199	0
388	4	2	1	0.000000	21.750000	21.750000	0.000000	0.000000	0	12	0
389	12402	1	1	0.000000	12.506773	12.506773	0.000000	0.000000	0	433	0
390	1009	1	1	0.000000	12.609514	12.609514	0.000000	0.000000	0	39	0
391	2	1	2	0.000000	27.000000	27.000000	0.000000	0.000000	0	13	0
392	753	1	1	0.000000	13.444887	13.444887	0.000000	0.000000	0	30	0
393	13830	1	1	0.000000	12.528850	12.528850	0.000000	0.000000	0	475	0
394	71	1	1	0.000000	13.394366	13.394366	0.000000	0.000000	0	4	0
395	16	1	2	0.000000	24.500000	24.500000	0.000000	0.000000	0	7	0
396	2	7	2	0.000000	612.000000	37.000000	0.000000	0.000000	0	298	0
397	4	2	1	0.000000	36.500000	21.250000	0.000000	0.000000	0	14	0
398	3274	1	1	0.000000	12.551619	12.551619	0.000000	0.000000	0	112	0
399	4958	1	1	0.000000	12.592981	12.592981	0.000000	0.000000	0	180	0
400	1	2	3	0.000000	42.000000	42.000000	0.000000	0.000000	0	18	0
401	15557	1	1	0.000000	12.541171	12.541171	0.000000	0.000000	0	539	0
402	4	2	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	13	0
403	5662	1	1	0.000000	12.645885	12.645885	0.000000	0.000000	0	195	0
404	2	2	2	0.000000	22.500000	22.500000	0.000000	0.000000	0	8	0
405	8835	1	1	0.000000	12.597284	12.597284	0.000000	0.000000	0	310	0
406	1	3	1	0.000000	126.000000	126.000000	0.000000	0.000000	0	80	0
407	23	2	1	0.000000	92.304348	14.608696	0.000000	0.000000	0	25	0
408	17	1	1	0.000000	10.823529	10.823529	0.000000	0.000000	0	4	0
409	13	2	2	0.000000	25.000000	25.000000	0.000000	0.000000	0	10	0
410	1	1	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	4	0
411	76	1	1	0.000000	13.500000	13.500000	0.000000	0.000000	0	6	0
412	76	2	2	0.000000	36.776316	26.710526	0.000000	0.000000	0	12	0
413	37	1	1	0.000000	24.837838	16.837838	0.000000	0.000000	0	6	0
414	26812	1	1	0.000000	12.610846	12.610846	0.000000	0.000000	0	933	0
415	21236	1	1	0.000000	12.604634	12.604634	0.000000	0.000000	0	728	0
416	12177	1	1	0.000000	12.510306	12.505215	0.000000	0.000000	0	414	0
417	35022	1	1	0.000000	12.657587	12.657587	0.000000	0.000000	0	1214	0
418	1	3	1	0.000000	77.000000	74.000000	0.000000	0.000000	0	36	0
419	1	2	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	7	0
420	25344	1	1	0.000000	12.542929	12.542929	0.000000	0.000000	0	876	0
421	3	2	2	0.000000	24.333333	24.333333	0.000000	0.000000	0	9	0
422	49	1	1	0.000000	12.183673	12.183673	0.000000	0.000000	0	7	0
423	25	1	2	0.000000	35.960000	29.600000	0.000000	0.000000	0	12	0
424	4	2	1	0.000000	40.250000	40.250000	0.000000	0.000000	0	9	0
425	37	1	1	0.000000	27.135135	27.135135	0.000000	0.000000	0	7	0
426	2	2	1	0.000000	96.500000	66.500000	0.000000	0.000000	0	50	0
427	22872	1	1	0.000000	12.573190	12.573190	0.000000	0.000000	0	789	0
428	14	2	2	0.000000	22.785714	22.785714	0.000000	0.000000	0	14	0
429	8026	1	1	0.000000	12.576626	12.576626	0.000000	0.000000	0	284	0
430	60	2	2	0.000000	37.716667	37.716667	0.000000	0.000000	0	31	0
431	108	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	7	0
432	98	1	1	0.000000	10.132653	10.132653	0.000000	0.000000	0	3	0
433	9	2	2	0.000000	26.222222	26.222222	0.000000	0.000000	0	13	0
434	45	1	1	0.000000	12.266667	12.266667	0.000000	0.000000	0	2	0
435	55	2	2	0.000000	80.745455	64.563636	0.000000	0.000000	0	79	0
436	305	1	1	0.000000	39.590164	38.327869	0.000000	0.000000	0	89	0
437	86	2	1	0.000000	39.755814	32.965116	0.000000	0.000000	0	45	0
438	41199	1	1	0.000000	12.566689	12.566689	0.000000	0.000000	0	1409	0
439	1037	2	2	0.000000	25.580521	24.455159	0.000000	0.000000	0	134	0
440	10596	1	1	0.000000	12.528501	12.528501	0.000000	0.000000	0	363	0
441	842	1	1	0.000000	12.224466	12.224466	0.000000	0.000000	0	29	0
442	22143	1	1	0.000000	12.582712	12.582712	0.000000	0.000000	0	767	0
443	62	1	1	0.000000	12.419355	12.419355	0.000000	0.000000	0	5	0
444	7630	1	1	0.000000	12.638925	12.638925	0.000000	0.000000	0	265	0
445	48	1	1	0.000000	10.041667	10.041667	0.000000	0.000000	0	4	0
446	2	1	2	0.000000	18.000000	18.000000	0.000000	0.000000	0	8	0
447	1	2	1	0.000000	87.000000	87.000000	0.000000	0.000000	0	52	0
448	2	3	1	0.000000	73.500000	73.500000	0.000000	0.000000	0	43	0
449	3	3	1	0.000000	40.333333	40.333333	0.000000	0.000000	0	23	0
450	35301	1	1	0.000000	12.567576	12.567576	0.000000	0.000000	0	1209	0
451	7	2	2	0.000000	19.428571	19.428571	0.000000	0.000000	0	7	0
452	15683	1	1	0.000000	12.567812	12.560862	0.000000	0.000000	0	543	0
453	19842	1	1	0.000000	12.524645	12.524645	0.000000	0.000000	0	692	0
454	1	1	3	0.000000	39.000000	34.000000	0.000000	0.000000	0	18	0
455	8389	1	1	0.000000	12.645369	12.645369	0.000000	0.000000	0	292	0
456	74	1	1	0.000000	12.608108	12.608108	0.000000	0.000000	0	5	0
457	5756	1	1	0.000000	12.465080	12.465080	0.000000	0.000000	0	200	0
458	10206	1	1	0.000000	12.627180	12.627180	0.000000	0.000000	0	358	0
459	1	1	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	9	0
460	1	1	2	0.000000	34.000000	34.000000	0.000000	0.000000	0	13	0
461	11	2	2	0.000000	47.090909	47.090909	0.000000	0.000000	0	24	0
462	10527	1	1	0.000000	12.563978	12.563978	0.000000	0.000000	0	366	0
463	165	1	2	0.000000	41.012121	27.672727	0.000000	0.000000	0	32	0
464	891	2	1	0.000000	37.746352	35.005612	0.000000	0.000000	0	102	0
465	114	1	1	0.000000	21.947368	21.947368	0.000000	0.000000	0	12	0
466	661	1	2	0.000000	38.836611	30.875946	0.000000	0.000000	0	76	0
467	2	2	2	0.000000	48.500000	23.000000	0.000000	0.000000	0	7	0
468	307	2	1	0.000000	36.618893	30.319218	0.000000	0.000000	0	39	0
469	107	1	1	0.000000	24.925234	24.925234	0.000000	0.000000	0	12	0
470	403	1	2	0.000000	36.625310	33.694789	0.000000	0.000000	0	50	0
471	375	2	2	0.000000	64.370667	39.413333	0.000000	0.000000	0	87	0
472	1022	1	1	0.000000	12.751468	12.751468	0.000000	0.000000	0	40	0
473	331	2	2	0.000000	24.187311	18.018127	0.000000	0.000000	0	29	0
474	62	1	1	0.000000	15.709677	15.709677	0.000000	0.000000	0	6	0
475	7	1	2	0.000000	55.285714	43.142857	0.000000	0.000000	0	13	0
476	119	1	1	0.000000	54.025210	28.495798	0.000000	0.000000	0	32	0
477	80	2	2	0.000000	65.900000	39.775000	0.000000	0.000000	0	37	0
478	6	2	1	0.000000	52.666667	27.500000	0.000000	0.000000	0	10	0
479	155	1	1	0.000000	37.877419	30.554839	0.000000	0.000000	0	28	0
480	339	2	2	0.000000	49.554572	33.401180	0.000000	0.000000	0	56	0
481	149	1	1	0.000000	39.758389	28.597315	0.000000	0.000000	0	34	0
482	230	2	2	0.000000	50.543478	33.552174	0.000000	0.000000	0	46	0
483	13706	1	1	0.000000	12.588647	12.588647	0.000000	0.000000	0	474	0
484	2	2	1	0.000000	40.500000	40.500000	0.000000	0.000000	0	17	0
485	3	2	1	0.000000	16.333333	16.333333	0.000000	0.000000	0	6	0
486	8801	1	1	0.000000	12.551755	12.551755	0.000000	0.000000	0	304	0
487	28	2	2	0.000000	24.500000	24.500000	0.000000	0.000000	0	11	0
488	203	1	1	0.000000	12.443350	12.443350	0.000000	0.000000	0	14	0
489	2362	1	1	0.000000	12.392041	12.392041	0.000000	0.000000	0	79	0
490	1312	1	1	0.000000	13.129573	13.129573	0.000000	0.000000	0	49	0
491	2	2	1	0.000000	26.500000	26.500000	0.000000	0.000000	0	9	0
492	12998	1	1	0.000000	12.583936	12.583936	0.000000	0.000000	0	449	0
493	1202	2	2	0.000000	25.455075	23.687188	0.000000	0.000000	0	90	0
494	6974	1	1	0.000000	12.581589	12.581589	0.000000	0.000000	0	242	0
495	1735	1	1	0.000000	12.398271	12.398271	0.000000	0.000000	0	64	0
496	24006	1	1	0.000000	12.572690	12.559610	0.000000	0.000000	0	828	0
497	5710	1	1	0.000000	12.596673	12.596673	0.000000	0.000000	0	201	0
498	2334	1	1	0.000000	12.804627	12.769923	0.000000	0.000000	0	86	0
499	30	1	1	0.000000	13.866667	13.866667	0.000000	0.000000	0	5	0
500	78	2	2	0.000000	26.243590	26.243590	0.000000	0.000000	0	13	0
501	90	1	1	0.000000	12.100000	12.100000	0.000000	0.000000	0	6	0
502	27597	1	1	0.000000	12.541581	12.539334	0.000000	0.000000	0	952	0
503	4749	1	1	0.000000	12.644136	12.644136	0.000000	0.000000	0	167	0
504	13885	1	1	0.000000	12.633345	12.633345	0.000000	0.000000	0	485	0
505	3	2	2	0.000000	41.000000	27.666667	0.000000	0.000000	0	21	0
506	7197	1	1	0.000000	12.526191	12.526191	0.000000	0.000000	0	253	0
507	101	1	2	0.000000	26.366337	20.306931	0.000000	0.000000	0	15	0
508	590	1	2	0.000000	50.115254	37.674576	0.000000	0.000000	0	97	0
509	457	1	1	0.000000	12.947484	12.947484	0.000000	0.000000	0	21	0
510	566	1	1	0.000000	11.208481	11.208481	0.000000	0.000000	0	22	0
511	6612	1	1	0.000000	12.604961	12.604961	0.000000	0.000000	0	232	0
512	1	5	2	0.000000	291.000000	55.000000	0.000000	0.000000	0	126	0
513	3	2	1	0.000000	21.666667	21.666667	0.000000	0.000000	0	11	0
514	36955	1	1	0.000000	12.567961	12.567961	0.000000	0.000000	0	1269	0
515	41910	1	1	0.000000	12.581937	12.581937	0.000000	0.000000	0	1446	0
516	24468	1	1	0.000000	12.566618	12.566618	0.000000	0.000000	0	848	0
517	57	1	1	0.000000	13.561404	13.561404	0.000000	0.000000	0	8	0
518	30834	1	1	0.000000	12.614938	12.614938	0.000000	0.000000	0	1068	0
519	4	2	1	0.000000	35.500000	35.500000	0.000000	0.000000	0	15	0
520	32937	1	1	0.000000	12.577375	12.577375	0.000000	0.000000	0	1136	0
521	16	2	1	0.000000	55.625000	23.000000	0.000000	0.000000	0	25	0
522	50	1	1	0.000000	30.360000	25.880000	0.000000	0.000000	0	15	0
523	75	1	1	0.000000	22.253333	22.253333	0.000000	0.000000	0	9	0
524	35684	1	1	0.000000	12.539289	12.537692	0.000000	0.000000	0	1230	0
525	57	2	2	0.000000	52.175439	46.070175	0.000000	0.000000	0	35	0
526	1551	1	1	0.000000	12.439072	12.439072	0.000000	0.000000	0	57	0
527	0	2	1	Inf	Inf	Inf	Inf	Inf	0	135	0
528	24175	1	1	0.000000	12.599545	12.599545	0.000000	0.000000	0	832	0
529	18923	1	1	0.000000	12.531840	12.531840	0.000000	0.000000	0	649	0
530	1	2	2	0.000000	430.000000	24.000000	0.000000	0.000000	0	30	0
531	2	1	2	0.000000	126.500000	16.500000	0.000000	0.000000	0	30	0
532	1	1	2	0.000000	189.000000	63.000000	0.000000	0.000000	0	32	0
533	2	1	2	0.000000	192.500000	74.000000	0.000000	0.000000	0	36	0
534	7589	1	1	0.000000	12.576888	12.576888	0.000000	0.000000	0	260	0
535	6	1	2	0.000000	26.500000	26.500000	0.000000	0.000000	0	9	0
536	31	1	2	0.000000	38.548387	38.548387	0.000000	0.000000	0	15	0
537	47	1	1	0.000000	66.702128	45.638298	0.000000	0.000000	0	25	0
538	99	1	1	0.000000	21.606061	19.252525	0.000000	0.000000	0	14	0
539	45	2	1	0.000000	24.644444	24.644444	0.000000	0.000000	0	11	0
540	12686	1	1	0.000000	12.625414	12.625414	0.000000	0.000000	0	439	0
541	1	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	9	0
542	2	1	2	0.000000	37.000000	37.000000	0.000000	0.000000	0	19	0
543	10026	1	1	0.000000	12.600738	12.600738	0.000000	0.000000	0	343	0
544	1	5	2	0.000000	351.000000	53.000000	0.000000	0.000000	0	155	0
545	1	2	1	0.000000	28.000000	28.000000	0.000000	0.000000	0	9	0
546	6878	1	1	0.000000	12.581274	12.581274	0.000000	0.000000	0	246	0
547	3	1	2	0.000000	24.666667	24.666667	0.000000	0.000000	0	15	0
548	9538	1	1	0.000000	12.523170	12.523170	0.000000	0.000000	0	331	0
549	16	1	2	0.000000	24.875000	24.875000	0.000000	0.000000	0	16	0
550	2520	1	1	0.000000	12.702381	12.702381	0.000000	0.000000	0	91	0
551	643	1	1	0.000000	11.981337	11.981337	0.000000	0.000000	0	21	0
552	1900	1	1	0.000000	12.797368	12.797368	0.000000	0.000000	0	69	0
553	41	2	2	0.000000	22.487805	22.487805	0.000000	0.000000	0	19	0
554	9099	1	1	0.000000	12.536872	12.536872	0.000000	0.000000	0	315	0
555	1	3	1	0.000000	271.000000	68.000000	0.000000	0.000000	0	55	0
556	3	3	1	0.000000	117.333333	50.000000	0.000000	0.000000	0	82	0
557	30	1	1	0.000000	65.700000	18.366667	0.000000	0.000000	0	15	0
558	13	1	2	0.000000	168.000000	59.769231	0.000000	0.000000	0	21	0
559	3	1	2	0.000000	74.000000	26.666667	0.000000	0.000000	0	9	0
560	1	1	2	0.000000	86.000000	39.000000	0.000000	0.000000	0	18	0
561	1	1	2	0.000000	94.000000	48.000000	0.000000	0.000000	0	26	0
562	1	1	3	0.000000	117.000000	71.000000	0.000000	0.000000	0	34	0
